X	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID	gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	V1	uniprot	u_ev	spurAcc	s_ev	spID02	sp_ecb	dmel	dmel_ev	cel_ID	cel_ev	cel_sym	HitAcc	HitDesc	E.Value
25294	LOC592550	1.01e-85	1.312425048	0.914	0.425	2.2e-81	WD repeat-containing protein 43	spu:592550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25967	LOC594186	2.22e-105	1.311787654	1	0.787	4.84e-101	small ubiquitin-related modifier 3	spu:594186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18346	LOC577531	5.58e-75	1.29390185	0.871	0.453	1.22e-70	CCR4-NOT transcription complex subunit 3 isoform X1	spu:577531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22738	LOC586560	7.53e-81	1.28991629	0.925	0.513	1.64e-76	uncharacterized protein LOC586560	spu:586560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19673	LOC579948	6.58e-71	1.265485794	0.806	0.346	1.44e-66	ubinuclein-2	spu:579948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17499	LOC576005	6.9e-78	1.253912374	0.962	0.664	1.51e-73	voltage-dependent anion-selective channel protein 2	spu:576005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17935	LOC576796	8.77e-59	1.246939047	0.806	0.406	1.91e-54	nucleolar and spindle-associated protein 1-A isoform X2	spu:576796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17555	LOC576113	3.18e-133	1.240360909	0.505	0.064	6.94e-129	ankyrin repeat and LEM domain-containing protein 1	spu:576113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
293	LOC100888193	7.01e-68	1.23708933	0.763	0.317	1.53e-63	uncharacterized protein LOC100888193	spu:100888193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24695	LOC591266	6.84e-75	1.23472214	0.833	0.367	1.49e-70	cystathionine beta-synthase	spu:591266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27789	LOC763214	2.54e-65	1.228362797	0.715	0.277	5.54e-61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26801	LOC753921	3.42e-62	1.219094936	0.785	0.39	7.47e-58	protein FAM50A isoform X1	spu:753921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19627	LOC579871	5.47e-78	1.197998025	0.962	0.612	1.19e-73	DNA-binding protein HEXBP isoform X1	spu:579871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2870	LOC100892388	2.43e-72	1.197808956	0.683	0.225	5.31e-68	uncharacterized protein LOC100892388 isoform X2	spu:100892388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17942	LOC576803	3.92e-97	1.197554711	0.995	0.838	8.56e-93	60S ribosomal protein L22	spu:576803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23819	LOC589199	8.89e-57	1.1947057	0.812	0.421	1.94e-52	centromere protein C	spu:589199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4965	LOC105438992	6.58e-98	1.185211833	0.527	0.095	1.44e-93	protein maelstrom homolog	spu:105438992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25822	LOC593799	9.55e-69	1.173710068	0.892	0.487	2.08e-64	protein CDV3 homolog	spu:593799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20476	LOC581507	1.24e-68	1.173149713	0.548	0.143	2.72e-64	structural maintenance of chromosomes protein 5 isoform X1	spu:581507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25064	LOC592046	5.51e-79	1.154958268	0.978	0.801	1.2e-74	terminal nucleotidyltransferase 4B	spu:592046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28084	LOC764213	9.58e-68	1.146937624	0.731	0.276	2.09e-63	tyrosine-protein phosphatase non-receptor type 9	spu:764213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25982	LOC594218	7.5e-73	1.137366665	0.527	0.124	1.64e-68	nuclear speckle splicing regulatory protein 1	spu:594218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23517	LOC588503	1.45e-115	1.130109345	1	0.974	3.16e-111	heterogeneous nuclear ribonucleoprotein R isoform X1	spu:588503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23800	LOC589170	2.3e-59	1.118091653	0.871	0.501	5.01e-55	inhibitor of growth protein 4 isoform X1	spu:589170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20124	LOC580818	1.06e-52	1.116617428	0.796	0.449	2.31e-48	AT-rich interactive domain-containing protein 1A isoform X1	spu:580818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23086	LOC587419	5.7e-193	1.116163649	0.344	0.019	1.24e-188	late histone H2B.L3	spu:587419	LOC105320409	histone H2B	2	0.221469074532405	8.07913365440109	0.925889328063241	0.239196054884519	0.184345193026549	1.19350917709426e-93	4.74773176611387e-88	lcl|NW_011937783.1_cds_XP_011416642.1_40068	sp|P02284|H2B_PATGR	1.11e-63	XP_792239.1	5.48e-61	72160395	ECB-GENE-23089078	FBgn0053910	1.35e-60	F08G2.1.1	2.18e-59	his-44	XP_022318982.1	histone H2B-like [Crassostrea virginica]	2e-66
20942	LOC582369	3.05e-50	1.114488444	0.586	0.215	6.65e-46	double-stranded RNA-binding protein Staufen homolog 2 isoform X1	spu:582369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16573	LOC373354	3.04e-34	1.112379528	0.849	0.605	6.64e-30	histone H1-beta, late embryonic	spu:373354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20482	LOC581517	3.56e-63	1.105908463	0.849	0.469	7.78e-59	ataxin-2-like protein isoform X2	spu:581517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18533	LOC577855	4.62e-58	1.093120434	0.71	0.286	1.01e-53	guanine nucleotide-binding protein-like NSN1	spu:577855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20531	LOC581608	2.24e-45	1.085893625	0.688	0.34	4.89e-41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28369	vasa	8.97e-54	1.085471576	0.452	0.117	1.96e-49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26507	LOC752896	1.4e-64	1.084374647	0.919	0.552	3.06e-60	chromobox protein homolog 1	spu:752896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16569	LOC373350	6.61e-32	1.063811165	0.866	0.727	1.44e-27	histone H1-gamma, late	spu:373350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25179	LOC592290	7.61e-44	1.056561635	0.645	0.293	1.66e-39	serine/arginine repetitive matrix protein 1 isoform X1	spu:592290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18841	LOC578409	1.65e-42	1.056541243	0.5	0.176	3.59e-38	uncharacterized protein LOC578409	spu:578409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18735	LOC578215	4.4e-49	1.053086358	0.661	0.28	9.61e-45	G kinase-anchoring protein 1	spu:578215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28128	LOC764366	3.7e-49	1.051906721	0.72	0.357	8.08e-45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16589	LOC373382	1.08e-63	1.05189324	0.919	0.615	2.35e-59	mitochondrial ATP synthase alpha subunit precursor	spu:373382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16701	LOC548622	2.93e-62	1.047080595	0.914	0.698	6.4e-58	ATP synthase beta subunit	spu:548622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17119	LOC575292	2.58e-36	1.037132472	0.586	0.275	5.63e-32	HMG box-containing protein 4 isoform X1	spu:575292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7529	LOC105445697	2.42e-49	1.034269487	0.484	0.144	5.27e-45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17962	LOC576835	2.86e-113	1.029386111	1	0.973	6.25e-109	insulin-like growth factor 2 mRNA-binding protein 1 isoform X1	spu:576835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17112	LOC575281	7.07e-47	1.020950018	0.812	0.489	1.54e-42	double-strand-break repair protein rad21 homolog	spu:575281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21191	LOC582923	4.24e-44	1.018528307	0.651	0.298	9.25e-40	serine/threonine-protein kinase tricorner	spu:582923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24354	LOC590442	1.27e-45	1.012038037	0.747	0.414	2.76e-41	protein LSM12 homolog B isoform X2	spu:590442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20102	LOC580770	1.45e-42	1.011553569	0.57	0.219	3.17e-38	protein regulator of cytokinesis 1 isoform X1	spu:580770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24564	LOC590932	1.46e-38	1.011268046	0.554	0.23	3.18e-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7957	LOC105446793	9.81e-39	0.99546524	0.742	0.47	2.14e-34	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4-like	spu:105446793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24511	LOC590809	1.12e-59	0.992170721	0.505	0.136	2.45e-55	SAP30-binding protein	spu:590809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17799	LOC576544	1.81e-40	0.991374293	0.645	0.298	3.95e-36	protein ECT2	spu:576544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18663	LOC578079	2.27e-57	0.974593687	0.914	0.656	4.96e-53	uncharacterized protein LOC578079 isoform X1	spu:578079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27938	LOC763676	1.5e-36	0.969833291	0.538	0.224	3.27e-32	vacuolar protein sorting-associated protein 72 homolog	spu:763676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19894	LOC580365	1.98e-44	0.963983577	0.785	0.479	4.32e-40	mitochondrial-processing peptidase subunit beta	spu:580365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28175	LOC764523	1.89e-39	0.950740635	0.559	0.228	4.12e-35	protein 4.1 isoform X1	spu:764523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19164	LOC579034	7.58e-34	0.947167738	0.624	0.314	1.65e-29	transcriptional activator protein Pur-beta isoform X1	spu:579034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
440	LOC100888440	3.5e-34	0.946353428	0.543	0.239	7.64e-30	FYVE, RhoGEF and PH domain-containing protein 6 isoform X1	spu:100888440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
247	LOC100888118	0	0.943959267	0.306	0.005	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23838	LOC589247	2.25e-48	0.943271739	0.876	0.621	4.9e-44	AT-rich interactive domain-containing protein 4A	spu:589247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24633	LOC591088	1.53e-53	0.939922853	0.505	0.147	3.35e-49	heat shock factor protein 1 isoform X1	spu:591088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16566	LOC373347	4.85e-70	0.939360485	0.403	0.072	1.06e-65	late histone H2B.L1	spu:373347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21523	LOC583658	1.66e-38	0.937779955	0.457	0.156	3.63e-34	zinc finger protein ubi-d4 isoform X2	spu:583658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24526	LOC590836	6.52e-180	0.935934355	0.344	0.02	1.42e-175	probable GPI-anchored adhesin-like protein PGA55	spu:590836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22703	LOC586477	1.12e-48	0.935188963	0.925	0.639	2.44e-44	60S ribosomal protein L3	spu:586477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23192	LOC587682	6.5e-65	0.931034142	0.344	0.057	1.42e-60	uncharacterized protein LOC587682	spu:587682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3215	LOC100893012	3.27e-47	0.927216929	0.446	0.125	7.14e-43	zinc finger protein 816	spu:100893012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4361	LOC105437488	6.82e-41	0.924274711	0.774	0.458	1.49e-36	uncharacterized protein LOC105437488	spu:105437488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27822	LOC763313	1.09e-48	0.920446156	0.898	0.565	2.38e-44	12 kDa FK506-binding protein	spu:763313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18664	LOC578080	1.81e-31	0.920084531	0.478	0.194	3.94e-27	rac GTPase-activating protein 1 isoform X1	spu:578080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24325	LOC590359	2.08e-32	0.918110964	0.608	0.315	4.54e-28	SNW domain-containing protein 1	spu:590359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18522	LOC577835	1.7e-40	0.91628798	0.478	0.162	3.71e-36	AT-rich interactive domain-containing protein 5B	spu:577835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21203	LOC582943	1.33e-41	0.899918064	0.78	0.462	2.9e-37	mothers against decapentaplegic homolog 5	spu:582943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19750	LOC580083	3.27e-55	0.899670567	0.925	0.707	7.14e-51	uncharacterized protein LOC580083 isoform X1	spu:580083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18926	LOC578567	1.97e-40	0.896296139	0.823	0.537	4.3e-36	transcriptional regulator ATRX homolog isoform X1	spu:578567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19484	LOC579629	2.7e-41	0.893655095	0.672	0.292	5.9e-37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23644	LOC588782	6.8e-31	0.890940617	0.484	0.2	1.48e-26	serine--tRNA ligase, cytoplasmic	spu:588782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18957	LOC578627	3.72e-46	0.890799511	0.914	0.687	8.12e-42	ras-related protein Rab-5B	spu:578627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21624	LOC583874	2.62e-31	0.890413673	0.468	0.178	5.71e-27	importin subunit alpha-1 isoform X1	spu:583874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25827	LOC593807	8.65e-42	0.887463646	0.828	0.493	1.89e-37	targeting protein for Xklp2 homolog isoform X1	spu:593807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4277	LOC105437259	1.32e-37	0.880351493	0.763	0.475	2.88e-33	transcriptional adapter 2-beta	spu:105437259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22558	LOC586140	6.13e-32	0.880193849	0.527	0.237	1.34e-27	protein Red	spu:586140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23182	LOC587667	1.87e-37	0.873583232	0.608	0.282	4.09e-33	protein max isoform X1	spu:587667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20300	LOC581153	1.73e-41	0.873173696	0.79	0.46	3.77e-37	tropomodulin-2	spu:581153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26667	LOC753487	3.09e-39	0.871142327	0.833	0.596	6.74e-35	ubiquitin-conjugating enzyme E2 2 isoform X2	spu:753487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
