V1.x	V2.x	V11	V1.y	V2.y	V3	V4
lcl|NW_011934558.1_cds_XP_011427038.1_84	XP_030848141.1	0	1752377567	XP_030848141	ECB-GENE-23112632	LOC594665
lcl|NW_011934558.1_cds_XP_011427121.1_85	XP_030848141.1	0	1752377567	XP_030848141	ECB-GENE-23112632	LOC594665
lcl|NW_011934558.1_cds_XP_011427533.1_88	XP_030847302.1	1.99e-110	1752375405	XP_030847302	ECB-GENE-23105275	LOC593856
lcl|NW_011934558.1_cds_XP_011427448.1_89	XP_798408.4	7.61e-109	1752375403	XP_798408	ECB-GENE-23105275	LOC593856
lcl|NW_011934558.1_cds_XP_011427644.1_90	XP_030848096.1	1.16e-178	1752377458	XP_030848096	ECB-GENE-23112231	LOC576221
lcl|NW_011934559.1_cds_XP_019923135.1_93	XP_003725730.1	6.13e-32	390342756	XP_003725730	ECB-GENE-23157974	LOC579946
lcl|NW_011934567.1_cds_XP_011430784.1_106	XP_030838218.1	0	1752354027	XP_030838218	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_011431095.1_107	XP_030838219.1	0	1752354029	XP_030838219	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_011430687.1_108	XP_030838219.1	0	1752354029	XP_030838219	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_011430939.1_109	XP_030838219.1	0	1752354029	XP_030838219	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_011430863.1_110	XP_030838219.1	0	1752354029	XP_030838219	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_011431912.1_111	XP_030838219.1	0	1752354029	XP_030838219	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_011431167.1_112	XP_030838219.1	0	1752354029	XP_030838219	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_019923816.1_113	XP_030838218.1	0	1752354027	XP_030838218	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_011431018.1_114	XP_030838218.1	0	1752354027	XP_030838218	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_011431250.1_115	XP_030838218.1	0	1752354027	XP_030838218	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_011431328.1_116	XP_030838218.1	0	1752354027	XP_030838218	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_011431679.1_117	XP_030838218.1	0	1752354027	XP_030838218	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_011431755.1_118	XP_030838218.1	0	1752354027	XP_030838218	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_019923966.1_119	XP_030838218.1	0	1752354027	XP_030838218	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_019923983.1_120	XP_030838218.1	0	1752354027	XP_030838218	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_011431488.1_121	XP_030838218.1	0	1752354027	XP_030838218	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_019924112.1_122	XP_030838219.1	0	1752354029	XP_030838219	ECB-GENE-23055895	LOC588223
lcl|NW_011934567.1_cds_XP_019924127.1_123	XP_030838215.1	0	1752354020	XP_030838215	ECB-GENE-23055895	LOC588223
lcl|NW_011934570.1_cds_XP_011432341.1_127	XP_030836150.1	1.03e-51	1752349083	XP_030836150	ECB-GENE-23042737	LOC588717
lcl|NW_011934574.1_cds_XP_011433046.1_131	XP_030828372.1	0	1752399092	XP_030828372	ECB-GENE-23161223	LOC594620
lcl|NW_011934574.1_cds_XP_011433124.1_132	XP_030828372.1	0	1752399092	XP_030828372	ECB-GENE-23161223	LOC594620
lcl|NW_011934574.1_cds_XP_011433197.1_133	XP_030828372.1	0	1752399092	XP_030828372	ECB-GENE-23161223	LOC594620
lcl|NW_011934574.1_cds_XP_011433280.1_134	XP_030828372.1	0	1752399092	XP_030828372	ECB-GENE-23161223	LOC594620
lcl|NW_011934574.1_cds_XP_019924487.1_135	XP_786592.4	4.6e-156	1752360291	XP_786592	ECB-GENE-23066162	LOC581506
lcl|NW_011934575.1_cds_XP_011433497.1_137	NP_001116983.1	3.19e-132	184186121	NP_001116983	ECB-GENE-23162204	rab7
lcl|NW_011934575.1_cds_XP_011433717.1_139	XP_030827912.1	3.6e-89	1752397841	XP_030827912	ECB-GENE-23159275	LOC585193
lcl|NW_011934577.1_cds_XP_011434218.1_140	XP_030853279.1	1.79e-65	1752389458	XP_030853279	ECB-GENE-23142791	LOC582713
lcl|NW_011934577.1_cds_XP_011434021.2_141	XP_030851466.1	2.19e-171	1752385311	XP_030851466	ECB-GENE-23131562	LOC115928445
lcl|NW_011934577.1_cds_XP_011434104.2_142	XP_030851466.1	1.32e-174	1752385311	XP_030851466	ECB-GENE-23131562	LOC115928445
lcl|NW_011934577.1_cds_XP_011433944.2_143	XP_030851466.1	6.58e-172	1752385311	XP_030851466	ECB-GENE-23131562	LOC115928445
lcl|NW_011934580.1_cds_XP_011435352.2_150	XP_030851927.1	9.92e-137	1752386312	XP_030851927	ECB-GENE-23137696	LOC583455
lcl|NW_011934583.1_cds_XP_011436462.1_154	NP_001154909.1	1.54e-148	238776803	NP_001154909	ECB-GENE-23049384	etg
lcl|NW_011934583.1_cds_XP_011436542.1_155	NP_001154909.1	1.54e-148	238776803	NP_001154909	ECB-GENE-23049384	etg
lcl|NW_011934583.1_cds_XP_011436311.1_156	NP_001154909.1	2.66e-148	238776803	NP_001154909	ECB-GENE-23049384	etg
lcl|NW_011934584.1_cds_XP_011436768.1_158	XP_001199776.1	3.02e-99	115633836	XP_001199776	ECB-GENE-23075531	LOC763716
lcl|NW_011934584.1_cds_XP_019925445.1_159	XP_001199776.1	1.54e-68	115633836	XP_001199776	ECB-GENE-23075531	LOC763716
lcl|NW_011934584.1_cds_XP_011436953.1_160	XP_783666.1	2.6e-51	72007358	XP_783666	ECB-GENE-23074123	LOC578403
lcl|NW_011934586.1_cds_XP_011437737.1_163	XP_030835630.1	7.61e-36	1752347701	XP_030835630	ECB-GENE-23040620	LOC115921728
lcl|NW_011934586.1_cds_XP_019925595.1_164	XP_030832152.1	2.02e-28	1752408798	XP_030832152	ECB-GENE-23191769	LOC115920498
lcl|NW_011934586.1_cds_XP_011437425.1_166	XP_011681945.2	6.61e-60	1752341560	XP_011681945	ECB-GENE-23025454	LOC105446620
lcl|NW_011934589.1_cds_XP_011438099.1_173	XP_030848610.1	2.43e-82	1752378813	XP_030848610	ECB-GENE-23115821	LOC576067
lcl|NW_011934589.1_cds_XP_011438219.1_174	XP_797121.2	2.07e-102	1752379302	XP_797121	ECB-GENE-23117222	LOC592510
lcl|NW_011934589.1_cds_XP_011438296.1_175	XP_797121.2	1.87e-96	1752379302	XP_797121	ECB-GENE-23117222	LOC592510
lcl|NW_011934589.1_cds_XP_011438404.1_176	XP_030852809.1	4.62e-42	1752388392	XP_030852809	ECB-GENE-23135674	LOC589701
lcl|NW_011934589.1_cds_XP_011438518.1_177	XP_030849429.1	9.68e-23	1752380676	XP_030849429	ECB-GENE-23122014	LOC578564
lcl|NW_011934589.1_cds_XP_011438979.1_178	XP_030849429.1	0	1752380676	XP_030849429	ECB-GENE-23122014	LOC578564
lcl|NW_011934589.1_cds_XP_011439050.1_179	XP_030849429.1	0	1752380676	XP_030849429	ECB-GENE-23122014	LOC578564
lcl|NW_011934589.1_cds_XP_011439663.1_180	XP_030849429.1	0	1752380676	XP_030849429	ECB-GENE-23122014	LOC578564
lcl|NW_011934589.1_cds_XP_011439739.1_181	XP_030849429.1	0	1752380676	XP_030849429	ECB-GENE-23122014	LOC578564
lcl|NW_011934589.1_cds_XP_011439278.1_182	XP_030849429.1	0	1752380676	XP_030849429	ECB-GENE-23122014	LOC578564
lcl|NW_011934589.1_cds_XP_011439365.1_183	XP_030849429.1	0	1752380676	XP_030849429	ECB-GENE-23122014	LOC578564
lcl|NW_011934589.1_cds_XP_011439443.1_184	XP_030849429.1	0	1752380676	XP_030849429	ECB-GENE-23122014	LOC578564
lcl|NW_011934589.1_cds_XP_011439135.1_185	XP_030849429.1	0	1752380676	XP_030849429	ECB-GENE-23122014	LOC578564
lcl|NW_011934589.1_cds_XP_011439208.1_186	XP_030849429.1	0	1752380676	XP_030849429	ECB-GENE-23122014	LOC578564
lcl|NW_011934589.1_cds_XP_011439514.1_187	XP_030849429.1	0	1752380676	XP_030849429	ECB-GENE-23122014	LOC578564
lcl|NW_011934589.1_cds_XP_011440509.1_195	XP_781605.3	1.2e-46	1752370976	XP_781605	ECB-GENE-23095941	LOC576174
lcl|NW_011934589.1_cds_XP_011440625.1_196	XP_011669063.1	0	780047274	XP_011669063	ECB-GENE-23174121	LOC578649
lcl|NW_011934589.1_cds_XP_011441056.1_199	XP_030853395.1	1.56e-71	1752389736	XP_030853395	ECB-GENE-23138929	LOC574679
lcl|NW_011934589.1_cds_XP_011441284.1_201	XP_030843513.1	0	1752337898	XP_030843513	ECB-GENE-23015909	LOC587489
lcl|NW_011934591.1_cds_XP_019926848.1_202	XP_030847416.1	0	1752375747	XP_030847416	ECB-GENE-23106302	LOC585493
lcl|NW_011934591.1_cds_XP_011441732.1_203	XP_030847416.1	0	1752375747	XP_030847416	ECB-GENE-23106302	LOC585493
lcl|NW_011934591.1_cds_XP_011441856.1_204	XP_794567.1	3.89e-61	72040230	XP_794567	ECB-GENE-23110288	LOC589842
lcl|NW_011934591.1_cds_XP_011442237.1_207	XP_011662834.1	9.47e-113	780187000	XP_011662834	ECB-GENE-23108994	LOC585491
lcl|NW_011934591.1_cds_XP_011442434.1_208	XP_030847684.1	0	1752376431	XP_030847684	ECB-GENE-23108517	LOC585956
lcl|NW_011934591.1_cds_XP_011442354.1_209	XP_030847684.1	0	1752376431	XP_030847684	ECB-GENE-23108517	LOC585956
lcl|NW_011934591.1_cds_XP_019927106.1_211	XP_030835355.1	0	1752347047	XP_030835355	ECB-GENE-23038503	LOC583253
lcl|NW_011934591.1_cds_XP_019927152.1_212	XP_030835355.1	0	1752347047	XP_030835355	ECB-GENE-23038503	LOC583253
lcl|NW_011934591.1_cds_XP_011442942.1_213	XP_030835355.1	0	1752347047	XP_030835355	ECB-GENE-23038503	LOC583253
lcl|NW_011934592.1_cds_XP_011443129.1_214	XP_030850800.1	1.58e-45	1752383707	XP_030850800	ECB-GENE-23124229	LOC588860
lcl|NW_011934594.1_cds_XP_011443354.1_216	XP_030849022.1	7.16e-98	1752379742	XP_030849022	ECB-GENE-23114577	LOC594653
lcl|NW_011934594.1_cds_XP_011443455.1_217	XP_030848488.1	2.4e-85	1752378505	XP_030848488	ECB-GENE-23114584	LOC100890088
lcl|NW_011934594.1_cds_XP_011443535.1_218	XP_030848488.1	1.45e-80	1752378505	XP_030848488	ECB-GENE-23114584	LOC100890088
lcl|NW_011934594.1_cds_XP_011443785.1_219	XP_030849316.1	3.43e-95	1752380407	XP_030849316	ECB-GENE-23121205	LOC578020
lcl|NW_011934594.1_cds_XP_011443946.1_220	XP_030849316.1	2.62e-95	1752380407	XP_030849316	ECB-GENE-23121205	LOC578020
lcl|NW_011934594.1_cds_XP_011443864.1_221	XP_030849316.1	1.24e-95	1752380407	XP_030849316	ECB-GENE-23121205	LOC578020
lcl|NW_011934594.1_cds_XP_011444013.1_222	XP_030849316.1	2.6e-98	1752380407	XP_030849316	ECB-GENE-23121205	LOC578020
lcl|NW_011934594.1_cds_XP_011444203.1_223	XP_030830111.1	3.25e-102	1752403582	XP_030830111	ECB-GENE-23177203	LOC764368
lcl|NW_011934594.1_cds_XP_011444489.1_224	XP_011667292.1	2.09e-176	780035275	XP_011667292	ECB-GENE-23171758	LOC576378
lcl|NW_011934594.1_cds_XP_011444334.1_225	XP_011667292.1	3.09e-176	780035275	XP_011667292	ECB-GENE-23171758	LOC576378
lcl|NW_011934594.1_cds_XP_011444411.1_226	XP_011667292.1	5.96e-173	780035275	XP_011667292	ECB-GENE-23171758	LOC576378
lcl|NW_011934594.1_cds_XP_011444553.1_227	XP_011667292.1	1.32e-177	780035275	XP_011667292	ECB-GENE-23171758	LOC576378
lcl|NW_011934594.1_cds_XP_011444680.1_228	XP_786522.5	1.99e-56	1752341558	XP_786522	ECB-GENE-23025445	LOC581429
lcl|NW_011934594.1_cds_XP_011445038.1_229	XP_030833949.1	9.43e-34	1752343844	XP_030833949	ECB-GENE-23032370	LOC115921057
lcl|NW_011934594.1_cds_XP_011444795.1_230	XP_030833949.1	1.03e-33	1752343844	XP_030833949	ECB-GENE-23032370	LOC115921057
lcl|NW_011934594.1_cds_XP_011444966.1_231	XP_030833949.1	1.03e-33	1752343844	XP_030833949	ECB-GENE-23032370	LOC115921057
lcl|NW_011934594.1_cds_XP_011445262.1_233	XP_030830331.1	0	1752404136	XP_030830331	ECB-GENE-23177281	LOC581548
lcl|NW_011934594.1_cds_XP_011445336.1_234	XP_030830331.1	1.79e-180	1752404136	XP_030830331	ECB-GENE-23177281	LOC581548
lcl|NW_011934595.1_cds_XP_011446775.1_249	XP_030848934.1	0	1752379526	XP_030848934	ECB-GENE-23118110	LOC105439655
lcl|NW_011934598.1_cds_XP_011448414.1_255	XP_030852217.1	1.09e-73	1752387014	XP_030852217	ECB-GENE-23133799	LOC577966
lcl|NW_011934598.1_cds_XP_011447601.1_256	XP_030852217.1	2.78e-71	1752387014	XP_030852217	ECB-GENE-23133799	LOC577966
lcl|NW_011934598.1_cds_XP_011448074.1_261	XP_791983.2	7.17e-23	115742116	XP_791983	ECB-GENE-23059806	LOC587141
lcl|NW_011934603.1_cds_XP_011449554.1_273	XP_786640.2	2.69e-64	115894428	XP_786640	ECB-GENE-23157511	LOC581558
lcl|NW_011934605.1_cds_XP_011450104.2_276	XP_030848122.1	1.48e-40	1752377530	XP_030848122	ECB-GENE-23112535	LOC754358
lcl|NW_011934605.1_cds_XP_011450226.1_277	XP_030836055.1	9.46e-42	1752348874	XP_030836055	ECB-GENE-23047248	LOC590116
lcl|NW_011934605.1_cds_XP_019929033.1_278	XP_030839853.1	2.67e-157	1752357847	XP_030839853	ECB-GENE-23064657	LOC579544
lcl|NW_011934606.1_cds_XP_011450532.1_279	XP_030832015.1	2.32e-38	1752408481	XP_030832015	ECB-GENE-23187616	LOC105437414
lcl|NW_011934606.1_cds_XP_011450633.1_280	XP_030845776.1	8.28e-82	1752371852	XP_030845776	ECB-GENE-23104116	LOC100890163
lcl|NW_011934608.1_cds_XP_011450935.1_281	XP_030832587.1	9.3e-49	1752342184	XP_030832587	ECB-GENE-23026978	LOC594793
lcl|NW_011934612.1_cds_XP_019929820.1_299	XP_030828352.1	1.39e-51	1752399041	XP_030828352	ECB-GENE-23157648	LOC100888036
lcl|NW_011934612.1_cds_XP_011453378.1_302	XP_795501.3	2.68e-59	390368119	XP_795501	ECB-GENE-23165425	LOC590820
lcl|NW_011934612.1_cds_XP_011453584.1_303	XP_783729.1	0	72010188	XP_783729	ECB-GENE-23156781	LOC578471
lcl|NW_011934612.1_cds_XP_011453703.1_304	NP_001091921.1	8.48e-45	148539638	NP_001091921	ECB-GENE-23064608	REJ5
lcl|NW_011934612.1_cds_XP_011454490.1_305	NP_001091930.1	1.4e-36	148539556	NP_001091930	ECB-GENE-23065489	REJ6
lcl|NW_011934612.1_cds_XP_019930013.1_306	NP_001091930.1	2.84e-119	148539556	NP_001091930	ECB-GENE-23065489	REJ6
lcl|NW_011934612.1_cds_XP_019930229.1_307	XP_030850203.1	3.25e-31	1752382313	XP_030850203	ECB-GENE-23128465	LOC756027
lcl|NW_011934612.1_cds_XP_011454856.2_308	XP_030831435.1	2.78e-112	1752407004	XP_030831435	ECB-GENE-23185513	LOC100890479
lcl|NW_011934612.1_cds_XP_011453923.1_309	XP_030838764.1	5.49e-142	1752355320	XP_030838764	ECB-GENE-23059006	LOC584046
lcl|NW_011934612.1_cds_XP_011454046.1_310	XP_030852436.1	2.48e-75	1752387523	XP_030852436	ECB-GENE-23132636	LOC105446130
lcl|NW_011934613.1_cds_XP_011455453.1_319	XP_786957.3	5.11e-51	1752366035	XP_786957	ECB-GENE-23086450	LOC581886
lcl|NW_011934620.1_cds_XP_011411860.1_336	XP_030830789.1	3.88e-30	1752405340	XP_030830789	ECB-GENE-23177878	LOC115920043
lcl|NW_011934622.1_cds_XP_011412440.1_339	XP_030846061.1	3.1e-123	1752372569	XP_030846061	ECB-GENE-23099805	LOC764545
lcl|NW_011934622.1_cds_XP_011412372.1_340	XP_030846061.1	3.1e-123	1752372569	XP_030846061	ECB-GENE-23099805	LOC764545
lcl|NW_011934622.1_cds_XP_011412638.1_341	XP_030831666.1	1.27e-27	1752407565	XP_030831666	ECB-GENE-23185000	LOC115920289
lcl|NW_011934622.1_cds_XP_019918314.1_342	XP_030829438.1	7.85e-21	1752341367	XP_030829438	ECB-GENE-23024874	LOC105442356
lcl|NW_011934622.1_cds_XP_019918290.1_343	XP_030852067.1	3.35e-67	1752386654	XP_030852067	ECB-GENE-23130745	LOC105439682
lcl|NW_011934623.1_cds_XP_019918469.1_345	XP_030839038.1	1.28e-27	1752355979	XP_030839038	ECB-GENE-23061220	LOC588654
lcl|NW_011934623.1_cds_XP_019918445.1_346	XP_030839038.1	1.5e-27	1752355979	XP_030839038	ECB-GENE-23061220	LOC588654
lcl|NW_011934623.1_cds_XP_019918423.1_347	XP_030839038.1	2.22e-27	1752355979	XP_030839038	ECB-GENE-23061220	LOC588654
lcl|NW_011934623.1_cds_XP_011413521.1_350	XP_030839038.1	0	1752355979	XP_030839038	ECB-GENE-23061220	LOC588654
lcl|NW_011934623.1_cds_XP_011413449.1_351	XP_030839038.1	0	1752355979	XP_030839038	ECB-GENE-23061220	LOC588654
lcl|NW_011934623.1_cds_XP_011413372.1_352	XP_030839038.1	0	1752355979	XP_030839038	ECB-GENE-23061220	LOC588654
lcl|NW_011934623.1_cds_XP_011413290.1_353	XP_030839038.1	0	1752355979	XP_030839038	ECB-GENE-23061220	LOC588654
lcl|NW_011934623.1_cds_XP_011413651.1_355	XP_030838920.1	5.9e-66	1752355707	XP_030838920	ECB-GENE-23060302	LOC576757
lcl|NW_011934623.1_cds_XP_011413723.1_356	XP_030838920.1	5.61e-66	1752355707	XP_030838920	ECB-GENE-23060302	LOC576757
lcl|NW_011934623.1_cds_XP_011414040.2_358	XP_011682018.2	1.39e-37	1752355921	XP_011682018	ECB-GENE-23061004	LOC105446650
lcl|NW_011934623.1_cds_XP_019918854.1_359	XP_003725465.2	0	1752392499	XP_003725465	ECB-GENE-23151470	LOC577627
lcl|NW_011934623.1_cds_XP_011414455.1_361	XP_030852103.1	1.84e-108	1752386722	XP_030852103	ECB-GENE-23135349	LOC576853
lcl|NW_011934623.1_cds_XP_011414571.1_362	XP_030852722.1	0	1752388185	XP_030852722	ECB-GENE-23138293	LOC576444
lcl|NW_011934623.1_cds_XP_011414730.1_363	XP_030852720.1	0	1752388181	XP_030852720	ECB-GENE-23138293	LOC576444
lcl|NW_011934623.1_cds_XP_011414807.1_364	XP_030852720.1	0	1752388181	XP_030852720	ECB-GENE-23138293	LOC576444
lcl|NW_011934623.1_cds_XP_011414644.1_365	XP_030852722.1	0	1752388185	XP_030852722	ECB-GENE-23138293	LOC576444
lcl|NW_011934623.1_cds_XP_011414901.2_366	XP_030852081.1	0	1752339892	XP_030852081	ECB-GENE-23021760	LOC583323
lcl|NW_011934624.1_cds_XP_011415373.1_371	XP_011662833.1	1.9e-57	780186994	XP_011662833	ECB-GENE-23108994	LOC585491
lcl|NW_011934624.1_cds_XP_011415490.1_372	XP_030828015.1	5.06e-63	1752398106	XP_030828015	ECB-GENE-23160272	LOC588193
lcl|NW_011934624.1_cds_XP_011415566.1_373	XP_030828015.1	4.76e-63	1752398106	XP_030828015	ECB-GENE-23160272	LOC588193
