X	Row.names	p_val	avg_logFC	pct.1	pct.2	p_val_adj	keggList..spu..	ID	gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	V1	uniprot	u_ev	spurAcc	s_ev	spID02	sp_ecb	dmel	dmel_ev	cel_ID	cel_ev	cel_sym	HitAcc	HitDesc	E.Value
19192	LOC579087	2.35e-52	1.036169734	0.373	0.073	5.12e-48	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421885.1_4458	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
19192	LOC579087	2.35e-52	1.036169734	0.373	0.073	5.12e-48	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421893.1_4459	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
19192	LOC579087	2.35e-52	1.036169734	0.373	0.073	5.12e-48	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421907.1_4460	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
19192	LOC579087	2.35e-52	1.036169734	0.373	0.073	5.12e-48	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421915.1_4461	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
19192	LOC579087	2.35e-52	1.036169734	0.373	0.073	5.12e-48	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421923.1_4462	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
19192	LOC579087	2.35e-52	1.036169734	0.373	0.073	5.12e-48	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421929.1_4463	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
19192	LOC579087	2.35e-52	1.036169734	0.373	0.073	5.12e-48	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421937.1_4464	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
19192	LOC579087	2.35e-52	1.036169734	0.373	0.073	5.12e-48	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421944.1_4465	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
19192	LOC579087	2.35e-52	1.036169734	0.373	0.073	5.12e-48	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421953.1_4466	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.28e-17	R13F6.4e.1	0	ten-1	XP_011421885.1	PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421893.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421907.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421915.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421923.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421929.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421937.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421944.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_011421953.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921036.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]XP_019921047.1 PREDICTED: teneurin-m isoform X1 [Crassostrea gigas]	0
19192	LOC579087	2.35e-52	1.036169734	0.373	0.073	5.12e-48	teneurin-3 isoform X1	spu:579087	LOC105324492	teneurin-2	2	0.136381658906295	0.878209493241462	0.440711462450593	0.309457934558678	0.104989319740314	1.45956235618662e-53	5.80608067041612e-48	lcl|NW_011934994.1_cds_XP_011421970.1_4467	sp|O61307|TENM_DROME	0	XP_030836269.1	0	1752349390	ECB-GENE-23043522	FBgn0004449	7.26e-17	R13F6.4e.1	0	ten-1	XP_011421970.1	PREDICTED: teneurin-m isoform X2 [Crassostrea gigas]	0
